loss,nu
0.0,0.0005588062386666667
19.731358068138523,5.698444199999999e-05
39.462716136277045,1.4113538666666668e-05
59.19407420441557,3.153344916666666e-06
78.92543227255409,4.0181250000000004e-07
98.65679034069261,3.9004165000000007e-07
118.38814840883114,3.9004165000000007e-07
138.11950647696966,3.9004165000000007e-07
157.85086454510818,3.9004165000000007e-07
177.5822226132467,3.9004165000000007e-07
197.31358068138522,3.9004165000000007e-07
217.04493874952374,3.9004165000000007e-07
