,y
0.08154943934760449,0.113575
0.09612793068297656,0.0880331
0.11331294597349643,0.0670603
0.13356880733944954,0.0500992
0.15744750254841997,0.0366378
0.18559429153924567,0.0261847
0.21877268093781857,0.0182632
0.257881753312946,0.0124165
0.30398267074413865,0.00822034
0.3583261977573904,0.00529544
0.4223832823649337,0.00331714
0.49789194699286443,0.00201961
0.5869001019367992,0.00119472
0.6918185524974516,0.000686557
0.8154943934760448,0.000383251
1.0,0.0001
1.5,1e-05
2.0,1e-06
